Response_ID,Customer_Name,Age,Country,Overall_Satisfaction,Recommendation_Score,Music_Variety,Podcast_Availability,Pricing,App_Performance,Device_Used,Usage_Frequency,Wants_Customization,Additional_Feedback
2252,John Hopkins,42,Saint Lucia,1,9,2,5,Fair,1,Mobile,Daily,No,Identify test Congress.
2253,David Peters,51,Tonga,3,3,4,2,Cheap,5,Desktop,Rarely,No,
2254,Shannon Wilson,23,Gabon,5,5,2,1,Fair,4,Smart Speaker,Daily,Yes,Realize cover be.
2255,Ruth Silva,50,Bahamas,1,0,2,4,Cheap,2,Mobile,Daily,No,
2256,Anne Simpson,30,Saint Barthelemy,3,10,1,3,Fair,3,Mobile,Daily,Yes,
2257,Carla Macdonald,57,Niger,3,6,5,4,Fair,4,Mobile,Daily,Yes,
2258,Tara Robbins,32,Korea,2,8,5,2,Cheap,4,Mobile,Weekly,Yes,
2259,Katie Long,53,Mali,4,6,2,4,Too Expensive,2,Desktop,Weekly,Yes,
2260,Deborah Guerrero,56,Australia,3,5,5,4,Too Expensive,1,Mobile,Daily,Yes,Middle article clear author old large effect.
2261,Eric Owens,57,Fiji,4,5,2,3,Fair,5,Mobile,Daily,No,
2262,Kristy Harper,27,Honduras,3,6,3,3,Fair,4,Mobile,Weekly,Yes,
2263,Kara Hubbard,30,Singapore,4,5,2,4,Fair,4,Mobile,Daily,Yes,Free fine although.
2264,Sara Campbell,33,Liberia,2,10,3,3,Cheap,5,Smart Speaker,Daily,Yes,
2265,Phillip White,52,Georgia,2,5,5,3,Fair,3,Mobile,Daily,No,
2266,Miguel Mcgee,43,Jersey,1,2,4,5,Fair,3,Mobile,Daily,Yes,
2267,Richard Johnson,42,Northern Mariana Islands,2,5,1,4,Fair,3,Desktop,Daily,Yes,Part opportunity on until although.
2268,Richard Andrews,46,Timor-Leste,5,1,1,4,Fair,4,Mobile,Daily,No,
2269,Gina Snow,58,Spain,3,6,4,2,Fair,3,Desktop,Rarely,Yes,
2270,Darius Riley,53,North Macedonia,4,6,3,1,Too Expensive,2,Desktop,Daily,Yes,
2271,Martha Collins,48,Algeria,1,0,2,5,Fair,4,Mobile,Monthly,No,Executive opportunity recent back training fact summer have.
2272,Brittany Reid,53,Lebanon,5,0,1,2,Fair,5,Desktop,Daily,Yes,
2273,Ashley Mullins,47,Svalbard & Jan Mayen Islands,1,6,3,4,Too Expensive,2,Desktop,Daily,No,
2274,Taylor Burch,34,Uruguay,2,1,1,3,Fair,5,Desktop,Daily,No,
2275,Kimberly Gregory,37,Saudi Arabia,5,2,1,2,Fair,3,Mobile,Weekly,No,
2276,Ryan Johnson,45,Azerbaijan,2,2,1,3,Too Expensive,2,Mobile,Daily,No,
2277,Shirley Hayes,41,New Zealand,5,4,3,2,Cheap,5,Mobile,Monthly,No,
2278,Monica Brown,23,Yemen,5,2,5,1,Fair,5,Desktop,Daily,Yes,
2279,Samantha Roth,36,Afghanistan,4,9,5,1,Fair,5,Smart Speaker,Daily,No,Investment toward yourself lawyer system camera free their.
2280,Jennifer Miller,46,Saint Pierre and Miquelon,4,0,4,5,Too Expensive,4,Mobile,Daily,No,Anyone study until action similar deep chair.
2281,Mark Yoder,26,Sri Lanka,4,0,3,4,Fair,3,Desktop,Weekly,Yes,Size kid develop gas against sit call role.
2282,Christopher Vance,42,Bangladesh,3,9,4,1,Too Expensive,3,Mobile,Daily,Yes,
2283,David Armstrong,21,Tonga,5,8,3,2,Fair,5,Desktop,Daily,No,Win especially dinner art dog four accept quite.
2284,Cynthia Hudson DVM,21,Cook Islands,2,10,1,3,Fair,2,Mobile,Daily,Yes,
2285,Robert Duran,27,Malaysia,3,1,1,1,Fair,2,Mobile,Monthly,Yes,
2286,Robert Moore,39,Austria,2,0,1,1,Fair,1,Mobile,Weekly,Yes,
2287,Sara Taylor,38,Turkey,4,1,3,1,Fair,3,Desktop,Daily,Yes,
2288,Pamela Ryan,23,Venezuela,3,7,3,3,Fair,5,Mobile,Daily,Yes,
2289,Rebecca Peterson,44,Bhutan,5,5,4,3,Fair,2,Mobile,Daily,No,
2290,Katherine Oliver,29,Micronesia,2,9,5,5,Fair,5,Desktop,Daily,Yes,
2291,Jesus King,44,Burkina Faso,3,2,2,4,Fair,1,Mobile,Daily,Yes,
2292,Samantha Lara,41,Venezuela,2,1,5,2,Fair,3,Mobile,Weekly,No,Interesting today leave everything anyone another have sport.
2293,Wayne Jackson,27,Georgia,5,2,1,5,Too Expensive,5,Desktop,Daily,No,Together play allow travel history.
2294,Michael Arias,43,United Kingdom,3,0,5,2,Fair,3,Mobile,Daily,Yes,
2295,Virginia Thompson,36,Saudi Arabia,3,2,1,3,Too Expensive,2,Smart Speaker,Daily,No,
2296,Michael Mosley,51,Syrian Arab Republic,3,2,2,3,Fair,1,Mobile,Daily,No,
2297,Suzanne Nicholson,51,Taiwan,3,10,2,2,Fair,1,Mobile,Daily,No,
2298,Shawn Hanson,44,Vanuatu,4,7,4,3,Fair,2,Smart Speaker,Daily,No,
2299,Stephanie Neal,41,Mauritania,1,4,1,1,Cheap,5,Mobile,Daily,Yes,
2300,Martin Irwin,45,Sierra Leone,3,0,5,2,Too Expensive,4,Mobile,Weekly,No,
2301,Ryan Ramos,19,Dominican Republic,3,6,1,4,Fair,2,Mobile,Weekly,No,
2302,Michael Myers,28,Syrian Arab Republic,3,5,1,4,Too Expensive,2,Other,Rarely,Yes,Become both live hundred reason.
2303,Carlos Neal,43,Nauru,1,4,3,3,Too Expensive,1,Mobile,Weekly,No,Company public issue manage possible.
2304,Victor Harper,52,Argentina,1,8,2,4,Too Expensive,1,Mobile,Daily,Yes,
2305,Brandon Mccoy,45,Botswana,2,7,5,5,Fair,1,Mobile,Weekly,Yes,
2306,Jonathan Kim,45,Canada,3,0,4,2,Fair,2,Desktop,Weekly,Yes,
2307,Jim Smith,24,Cuba,3,2,5,5,Fair,4,Mobile,Daily,No,
2308,Hailey Callahan,49,Belize,1,10,5,1,Fair,5,Mobile,Daily,No,Set majority continue how.
2309,Derek Harris,31,Norfolk Island,1,9,4,3,Fair,3,Mobile,Rarely,Yes,
2310,Krystal Sutton,47,Guyana,3,4,5,5,Fair,3,Mobile,Weekly,No,
2311,Amanda Neal,52,Guinea,2,1,5,3,Too Expensive,1,Mobile,Daily,Yes,
2312,Kyle Anderson MD,34,Mali,5,5,2,2,Fair,2,Mobile,Daily,No,Drop public spend.
2313,Alexis Williams,50,Yemen,3,6,1,4,Fair,3,Mobile,Weekly,No,
2314,Brittany Walker,38,Montserrat,2,4,1,2,Too Expensive,4,Desktop,Daily,Yes,Measure appear standard thousand.
2315,Heather Wallace,56,Antigua and Barbuda,1,9,2,4,Too Expensive,1,Mobile,Daily,Yes,College carry road example traditional.
2316,Eric Watkins,54,United States Virgin Islands,3,7,3,5,Fair,1,Smart Speaker,Daily,No,Prevent message over research no Congress.
2317,Michael Parsons,56,Italy,4,5,4,4,Fair,4,Other,Daily,Yes,
2318,Sharon Soto,38,Indonesia,2,7,1,5,Too Expensive,1,Mobile,Daily,No,
2319,Dylan Davis,18,Kazakhstan,3,1,3,1,Too Expensive,1,Mobile,Daily,Yes,Computer information interest.
2320,Jasmine Cole,36,Chile,5,8,3,4,Fair,1,Desktop,Daily,Yes,
2321,Patrick Reed,38,Norway,3,8,5,3,Too Expensive,3,Mobile,Daily,Yes,
2322,Heather Schmidt,35,Somalia,5,7,5,3,Fair,1,Mobile,Rarely,No,
2323,Dawn Williams,30,Vietnam,4,0,3,4,Fair,3,Mobile,Daily,Yes,Line prepare report safe either national.
2324,Thomas Cuevas,19,Martinique,5,6,3,3,Fair,1,Mobile,Weekly,Yes,
2325,Adam Gutierrez,28,Comoros,4,7,5,4,Fair,1,Mobile,Daily,Yes,
2326,Brittany Donovan,45,Syrian Arab Republic,5,8,4,3,Too Expensive,3,Desktop,Daily,Yes,
2327,Michael Hall,24,Lao People's Democratic Republic,2,2,1,1,Fair,3,Mobile,Daily,Yes,
2328,Stephanie Rocha,18,Bahamas,1,5,4,2,Fair,5,Mobile,Daily,Yes,
2329,Lisa Ware,47,Chile,2,7,4,1,Fair,4,Smart Speaker,Daily,Yes,
2330,Shannon Sullivan,51,Egypt,3,1,2,1,Fair,5,Mobile,Daily,Yes,Write expect rise race common according.
2331,Kelly Tyler,54,United States Minor Outlying Islands,3,7,1,4,Fair,5,Mobile,Weekly,Yes,Read against cut conference.
2332,Ross Powell,56,Samoa,4,8,3,4,Cheap,5,Mobile,Daily,No,
2333,Scott Hampton,38,Guyana,4,8,3,1,Too Expensive,3,Mobile,Monthly,No,
2334,Susan Kemp,31,Tokelau,2,10,4,2,Fair,5,Mobile,Daily,No,
2335,Jeffrey Jones,29,Chile,3,9,2,3,Cheap,1,Mobile,Weekly,No,
2336,Misty Mckinney,24,Palestinian Territory,3,10,4,3,Too Expensive,4,Mobile,Monthly,Yes,
2337,Scott Pruitt,28,Norfolk Island,2,10,4,3,Fair,5,Mobile,Weekly,No,
2338,Megan Reid,41,Pitcairn Islands,4,5,5,2,Too Expensive,5,Other,Daily,Yes,Meet history relationship call agency high will.
2339,Matthew Chan,29,Bangladesh,4,3,5,2,Fair,4,Other,Weekly,No,
2340,Judy York,52,Burundi,5,0,4,1,Fair,2,Mobile,Daily,Yes,Campaign stock meeting author ball protect sing.
2341,Robert Bridges,23,Lebanon,4,9,3,3,Fair,2,Mobile,Daily,Yes,Republican morning low audience do dark cold.
2342,Michael Jones,22,Christmas Island,4,3,5,3,Too Expensive,2,Mobile,Weekly,Yes,
2343,Julian Howell,49,Bosnia and Herzegovina,4,8,1,2,Too Expensive,5,Mobile,Daily,No,
2344,Melanie Cummings,36,Madagascar,5,10,4,4,Fair,1,Mobile,Daily,No,
2345,Kimberly Acosta,48,Seychelles,5,9,1,4,Too Expensive,5,Mobile,Daily,Yes,
2346,Rebecca Freeman,20,Belize,2,4,3,2,Fair,5,Mobile,Monthly,Yes,
2347,Mary Smith,57,Dominican Republic,5,7,2,4,Fair,4,Other,Weekly,Yes,
2348,Karen Allison,19,Algeria,4,5,5,2,Fair,1,Desktop,Daily,Yes,
2349,Victor Griffin,27,Nigeria,2,7,3,1,Cheap,2,Mobile,Daily,Yes,
2350,Brett Davis,43,Montenegro,3,3,2,3,Fair,2,Mobile,Daily,No,Free right we write nice like citizen.
2351,Monique Buchanan,28,Norway,2,2,2,3,Fair,2,Mobile,Weekly,Yes,
2352,Jason Lewis,30,Panama,4,3,2,4,Fair,5,Mobile,Daily,Yes,Sport almost for everything seat.
2353,John Bolton,34,Djibouti,2,6,3,5,Too Expensive,1,Smart Speaker,Daily,Yes,
2354,Shane Wright,40,Papua New Guinea,1,5,1,1,Fair,2,Mobile,Daily,No,
2355,Robin Strickland,55,Kenya,4,4,4,1,Fair,4,Smart Speaker,Weekly,No,
2356,Mark Barrett,52,Cambodia,5,8,2,3,Fair,2,Mobile,Daily,No,
2357,Felicia Wilson,34,Norway,5,5,3,1,Too Expensive,2,Mobile,Daily,Yes,
2358,Brenda Wagner,35,Malta,5,7,5,2,Too Expensive,2,Mobile,Daily,No,Painting final cause staff consumer particularly result own.
2359,Samantha Johnson,36,Finland,5,5,3,3,Fair,5,Mobile,Daily,Yes,Bit apply large these.
2360,Thomas Stout,58,Kyrgyz Republic,1,0,4,4,Fair,5,Desktop,Daily,No,
2361,Melissa Miller,29,Vanuatu,3,4,4,1,Fair,2,Mobile,Weekly,No,
2362,Timothy Perez,41,Guyana,2,7,2,4,Fair,4,Smart Speaker,Daily,Yes,
2363,Donna Morris,49,Marshall Islands,5,10,4,2,Cheap,3,Desktop,Daily,No,Always institution look kitchen more defense.
2364,Carrie Bean,31,Bosnia and Herzegovina,3,10,5,4,Fair,4,Desktop,Daily,No,
2365,Phillip Hall,31,Togo,5,2,1,3,Fair,5,Desktop,Daily,Yes,
2366,Javier Coleman,56,Ukraine,5,0,1,3,Cheap,5,Desktop,Weekly,Yes,Me reduce owner fight often kind.
2367,Robert Smith,41,Equatorial Guinea,5,10,2,4,Cheap,5,Mobile,Daily,No,
2368,Mark Young,28,Latvia,2,10,4,2,Too Expensive,1,Smart Speaker,Daily,Yes,Easy yet any rule.
2369,David Briggs,47,Niue,5,7,3,3,Fair,1,Desktop,Daily,No,
2370,Juan Sullivan,46,Samoa,1,1,4,4,Too Expensive,2,Mobile,Weekly,Yes,
2371,Christopher Oneill,43,Chad,4,7,4,2,Too Expensive,5,Mobile,Daily,Yes,Look chance anyone process evening address sit others.
2372,Sarah Morris,53,Myanmar,2,2,1,5,Fair,1,Mobile,Weekly,No,Piece everything night example heavy movement too.
2373,Darlene Gonzales,41,Guernsey,1,8,4,2,Too Expensive,2,Mobile,Daily,No,
2374,Alfred Perkins,25,Malta,2,4,2,1,Fair,2,Mobile,Weekly,Yes,
2375,Francisco Moreno,38,Turkmenistan,4,4,3,1,Too Expensive,2,Mobile,Monthly,Yes,That national energy choice teach.
2376,Melinda Jackson,55,Mexico,3,4,5,5,Fair,4,Smart Speaker,Daily,No,Behavior walk compare almost take history however.
2377,Cameron Kennedy,30,Venezuela,1,4,2,1,Fair,4,Mobile,Daily,Yes,
2378,Christopher Bell,40,Korea,4,8,2,1,Fair,3,Mobile,Daily,No,
2379,Mary Marshall,24,British Virgin Islands,5,10,4,4,Fair,4,Mobile,Daily,No,
2380,Sherry Garcia,18,Jersey,3,3,4,2,Fair,3,Desktop,Daily,No,
2381,Cynthia Delacruz,56,Tanzania,3,3,3,4,Fair,4,Mobile,Daily,No,Letter research contain opportunity note.
2382,Marcus Wilson,46,Dominican Republic,2,10,2,3,Cheap,5,Desktop,Daily,Yes,Fear service what there floor marriage tell we.
2383,Reginald Garcia,40,French Polynesia,2,1,5,4,Too Expensive,5,Mobile,Daily,No,
2384,Carrie Perkins,23,Iceland,5,10,4,2,Fair,2,Desktop,Monthly,No,
2385,Jacqueline Wolfe,54,New Caledonia,4,1,1,3,Fair,5,Mobile,Daily,Yes,Approach strategy give sense including according.
2386,Shawn Bailey,58,Canada,4,10,1,5,Fair,2,Mobile,Daily,No,Newspaper ahead yourself why president rest water.
2387,Donald Yates,25,Finland,5,8,4,4,Fair,5,Mobile,Daily,No,
2388,Tony Long,44,Vietnam,4,2,2,1,Fair,4,Mobile,Daily,Yes,President toward pick their experience person head.
2389,Denise Smith,34,Kazakhstan,1,5,2,5,Fair,1,Mobile,Daily,Yes,
2390,Cynthia Molina,30,French Southern Territories,4,9,5,5,Too Expensive,5,Desktop,Daily,No,
2391,Mr. Shawn Gay Jr.,34,Taiwan,4,3,2,2,Too Expensive,4,Mobile,Daily,Yes,
2392,Raymond Chang,47,Afghanistan,5,8,2,1,Fair,2,Mobile,Daily,Yes,
2393,Gregory Walsh,34,Dominica,5,5,4,2,Fair,1,Mobile,Daily,No,
2394,Eric Jones,39,French Guiana,3,7,3,3,Fair,3,Desktop,Daily,Yes,
2395,Mrs. Rebecca Hughes,23,Ukraine,5,9,3,3,Cheap,3,Mobile,Weekly,No,
2396,Terry Robinson,32,Ghana,2,4,1,3,Fair,1,Mobile,Daily,No,Popular network chance Congress building message.
2397,Maurice Norman,55,Spain,4,8,3,3,Cheap,2,Mobile,Rarely,Yes,Full itself model beyond knowledge.
2398,Melissa Ramsey,25,Ukraine,2,0,1,5,Fair,4,Mobile,Weekly,Yes,
2399,George Andrade,30,El Salvador,4,8,1,2,Cheap,3,Mobile,Daily,Yes,Age instead western campaign business.
2400,Timothy Johnson,41,India,4,7,2,1,Fair,4,Mobile,Weekly,Yes,Technology budget cover cut thing.
2401,Kevin Welch,33,Swaziland,3,10,1,2,Fair,3,Desktop,Daily,Yes,Offer nation type general eye.
2402,Lori Lowery,19,Luxembourg,3,6,3,2,Cheap,3,Smart Speaker,Daily,Yes,
2403,Peter Mercado,23,Vanuatu,2,0,2,3,Fair,2,Mobile,Daily,No,
2404,Benjamin Holmes,31,United States of America,1,2,2,3,Cheap,5,Mobile,Weekly,No,
2405,Janet Russell,36,Slovenia,5,10,4,3,Too Expensive,5,Mobile,Daily,No,Church outside father remain role federal.
2406,Bryan Choi,59,Hong Kong,1,0,1,2,Fair,2,Mobile,Daily,No,
2407,Pamela Ramos,22,Tuvalu,4,2,2,1,Fair,3,Mobile,Rarely,No,
2408,Rachel Long,44,Bermuda,3,8,1,2,Fair,2,Mobile,Weekly,No,Record knowledge here let movie.
2409,Victor Hogan,19,Australia,4,7,2,1,Fair,2,Mobile,Daily,No,
2410,Chad Smith,28,Belize,2,1,4,1,Fair,3,Mobile,Daily,No,
2411,Todd Moore,34,Micronesia,2,9,4,3,Too Expensive,1,Mobile,Rarely,No,Leader here sound traditional significant way.
2412,Lisa Rodriguez,53,Saint Helena,2,6,2,4,Too Expensive,2,Smart Speaker,Daily,Yes,
2413,Jamie Haney,19,Lebanon,2,7,1,2,Too Expensive,2,Mobile,Weekly,Yes,
2414,Sheri Wagner,52,Gabon,2,3,2,5,Too Expensive,4,Desktop,Daily,Yes,
2415,Colin Gutierrez,55,Russian Federation,1,5,4,2,Fair,2,Mobile,Daily,No,
2416,James Williams,19,Saudi Arabia,4,7,2,3,Fair,3,Mobile,Rarely,No,
2417,Christopher Le,23,Samoa,2,6,2,5,Fair,2,Mobile,Daily,Yes,
2418,Kathryn Hammond,43,Tokelau,1,10,1,2,Fair,5,Mobile,Weekly,No,
2419,Sarah Huber,51,Niger,5,6,5,3,Fair,5,Mobile,Daily,No,
2420,Rachel Thompson,57,Israel,4,0,2,1,Fair,1,Mobile,Daily,Yes,
2421,Sherri Barrett,38,Lesotho,4,2,3,5,Cheap,3,Mobile,Daily,No,
2422,Michael Patel,18,Micronesia,5,7,2,4,Fair,2,Mobile,Daily,Yes,
2423,Jose Richmond,59,Moldova,1,1,1,3,Too Expensive,2,Desktop,Daily,No,
2424,Angelica Gomez,59,Palau,1,1,3,4,Fair,3,Mobile,Daily,Yes,
2425,Amanda Jimenez,59,Malaysia,3,6,3,5,Fair,4,Desktop,Daily,Yes,
2426,Scott Yang,18,Philippines,2,6,5,3,Too Expensive,2,Mobile,Monthly,Yes,Rest power once responsibility set sound page.
2427,Steven Copeland,42,Fiji,5,1,4,3,Too Expensive,3,Mobile,Daily,Yes,Space cup media tell it customer prepare.
2428,Travis Thompson,34,Senegal,2,3,2,2,Too Expensive,5,Desktop,Daily,Yes,
2429,William Freeman,35,Saint Vincent and the Grenadines,1,7,4,4,Fair,4,Mobile,Daily,No,
2430,Eric Williams,22,Sierra Leone,5,4,1,5,Too Expensive,4,Mobile,Weekly,Yes,
2431,William Garcia,22,Philippines,4,2,5,4,Too Expensive,1,Mobile,Daily,No,
2432,William Brown,39,Jamaica,1,4,3,5,Fair,3,Mobile,Daily,No,
2433,David Williams,42,Sudan,1,5,5,3,Fair,3,Mobile,Daily,Yes,
2434,Christopher Harris,41,Guadeloupe,3,1,1,1,Cheap,2,Desktop,Weekly,Yes,
2435,Jennifer Guerrero,34,Maldives,4,0,5,3,Too Expensive,1,Desktop,Rarely,Yes,
2436,Lindsey Romero,45,Saint Helena,4,10,2,5,Fair,5,Mobile,Daily,Yes,
2437,James Clark,40,Namibia,1,9,2,3,Too Expensive,2,Mobile,Daily,Yes,Thousand them him question through mean.
2438,Mary Foster,55,Turkey,4,3,4,4,Too Expensive,2,Mobile,Daily,Yes,Relate study wall picture save left.
2439,Roberta Blankenship,43,Timor-Leste,2,0,3,5,Fair,1,Desktop,Daily,No,Their machine visit office join reach seek his.
2440,Andrew Garza,28,Andorra,3,4,5,4,Fair,4,Mobile,Daily,Yes,
2441,Chelsea Villanueva MD,55,Cyprus,5,3,4,2,Fair,5,Desktop,Rarely,Yes,
2442,Robin Ayers,23,Guinea-Bissau,4,9,1,2,Fair,2,Mobile,Daily,Yes,Various hear arm answer to.
2443,John Butler,33,Estonia,4,6,1,5,Fair,2,Mobile,Daily,Yes,
2444,Nicholas Arnold,56,Somalia,3,2,1,3,Too Expensive,4,Desktop,Monthly,Yes,
2445,Darren Lopez,18,Somalia,2,1,1,4,Too Expensive,3,Desktop,Daily,Yes,
2446,Steve Chang,45,Uzbekistan,5,7,4,2,Fair,5,Mobile,Weekly,No,Author quite us individual away perform.
2447,Kimberly Herrera,44,Libyan Arab Jamahiriya,3,5,4,4,Fair,4,Mobile,Weekly,Yes,
2448,Matthew Navarro,26,Liechtenstein,5,8,2,2,Fair,5,Mobile,Daily,No,
2449,Joshua Garcia,36,Bouvet Island (Bouvetoya),4,9,4,5,Fair,2,Mobile,Rarely,Yes,
2450,Janet Taylor,24,Lebanon,5,0,3,2,Fair,5,Mobile,Daily,No,
2451,Jennifer Hall,58,Philippines,1,4,4,1,Too Expensive,2,Mobile,Daily,Yes,Soldier position investment oil effort north four.
2452,Terry Ramirez,19,Romania,5,6,5,2,Too Expensive,2,Mobile,Rarely,No,
2453,Robert Williams,47,Sierra Leone,2,0,5,5,Cheap,2,Mobile,Daily,Yes,
2454,Zachary Johnson,42,Myanmar,2,5,1,5,Fair,2,Mobile,Daily,No,
2455,Danielle Johnson,29,Bermuda,5,10,1,2,Too Expensive,5,Desktop,Monthly,Yes,
2456,Susan Hull,33,Georgia,4,7,1,1,Fair,4,Mobile,Weekly,No,About fall still camera.
2457,Zachary Mckenzie,26,Mauritius,2,6,4,3,Too Expensive,5,Desktop,Daily,Yes,Long scientist Congress culture they defense.
2458,John Hughes,49,Germany,4,8,2,5,Fair,3,Mobile,Monthly,Yes,Study get woman here.
2459,William Webb,21,Dominica,4,4,2,4,Cheap,4,Mobile,Daily,Yes,
2460,Jessica Fleming,32,France,5,2,3,1,Cheap,4,Mobile,Daily,Yes,
2461,Richard Gray,35,Paraguay,1,2,1,2,Fair,1,Mobile,Daily,Yes,
2462,Joseph Smith MD,35,Latvia,5,10,3,1,Cheap,5,Mobile,Weekly,Yes,
2463,Nicholas Lewis,54,Moldova,1,7,2,5,Too Expensive,3,Mobile,Daily,No,
2464,Sean Johnson,28,Brazil,4,4,4,2,Fair,3,Mobile,Weekly,Yes,
2465,Christopher Vasquez,29,United States of America,2,1,5,1,Fair,5,Mobile,Daily,No,Wife how business energy.
2466,Andrew Wheeler,56,Angola,5,3,1,1,Fair,1,Desktop,Monthly,No,Child off moment itself.
2467,Christina Davis,54,Rwanda,3,1,3,5,Too Expensive,2,Mobile,Daily,No,
2468,Karen Hamilton,30,Uganda,5,0,3,5,Cheap,1,Mobile,Daily,Yes,
2469,Daniel Pope,53,Palestinian Territory,3,6,1,5,Fair,1,Mobile,Daily,Yes,Pattern modern wide.
2470,William Brown,28,Martinique,3,1,3,5,Fair,3,Mobile,Monthly,Yes,Activity customer foreign will.
2471,Kathleen Mccarthy,50,Vanuatu,1,1,5,4,Cheap,2,Desktop,Daily,Yes,
2472,Carla Simmons,26,Congo,1,9,4,5,Cheap,2,Mobile,Daily,No,
2473,Shelia Reid,28,Oman,1,8,5,1,Fair,1,Desktop,Weekly,Yes,
2474,Jesus Martinez,43,Mozambique,1,7,3,5,Fair,1,Mobile,Weekly,No,Small check sort head.
2475,Joseph Campbell,38,Comoros,5,1,1,1,Fair,4,Desktop,Monthly,Yes,
2476,Elizabeth Chen,48,British Indian Ocean Territory (Chagos Archipelago),3,8,3,2,Too Expensive,4,Desktop,Daily,Yes,
2477,Mr. Robert Parker,18,Chad,1,2,4,2,Too Expensive,1,Smart Speaker,Daily,No,Radio east morning stage.
2478,Karen Snyder,52,British Indian Ocean Territory (Chagos Archipelago),5,10,1,4,Fair,2,Mobile,Monthly,Yes,
2479,Susan Guzman,41,Georgia,4,3,3,1,Fair,2,Smart Speaker,Daily,No,Value future central manager.
2480,Colin Adams,56,Faroe Islands,5,9,2,4,Fair,5,Mobile,Weekly,Yes,
2481,Penny Thomas,52,Kyrgyz Republic,3,9,3,4,Fair,5,Mobile,Weekly,No,
2482,Ernest Sandoval,28,Portugal,4,9,3,1,Fair,4,Mobile,Weekly,No,
2483,Joann Doyle,53,Nicaragua,3,10,4,3,Cheap,3,Desktop,Daily,No,
2484,Donald Alvarado,47,Mayotte,1,1,2,1,Too Expensive,1,Mobile,Weekly,Yes,
2485,Maria Pena,19,Congo,2,1,3,4,Fair,5,Mobile,Rarely,Yes,Friend man hand garden experience.
2486,Rachel Wagner,33,Nicaragua,4,3,4,5,Fair,1,Mobile,Daily,Yes,
2487,Sara Matthews,34,Cayman Islands,1,10,5,3,Fair,5,Mobile,Daily,No,
2488,Robert Schneider,56,Macao,3,10,3,2,Too Expensive,5,Mobile,Daily,Yes,Whole role cause me eat expect.
2489,Rachel Smith,50,Peru,4,1,5,4,Too Expensive,1,Mobile,Monthly,Yes,Sell carry natural structure fine.
2490,Anthony Turner,30,Georgia,5,6,3,5,Fair,2,Mobile,Daily,No,
2491,Mrs. Sandra Fields,35,Montenegro,2,7,4,1,Too Expensive,1,Mobile,Daily,Yes,
2492,Mary Campbell,39,Mauritania,3,0,2,3,Too Expensive,1,Mobile,Daily,Yes,Force military full nor.
2493,Travis Davis,47,Lao People's Democratic Republic,1,8,4,2,Too Expensive,2,Mobile,Rarely,Yes,
2494,Matthew Johnson,50,Puerto Rico,1,4,4,4,Fair,4,Desktop,Rarely,Yes,
2495,Michael Richards,38,French Polynesia,1,7,3,1,Too Expensive,1,Mobile,Weekly,Yes,
2496,Morgan Johnston,58,Norfolk Island,1,4,3,1,Too Expensive,3,Desktop,Daily,No,
2497,Jessica Owens,23,Andorra,1,10,1,3,Fair,2,Mobile,Weekly,Yes,
2498,Martin Jones,52,Pitcairn Islands,4,1,5,1,Too Expensive,1,Mobile,Daily,No,
2499,Kari Mcclure,24,Armenia,1,3,1,4,Fair,5,Desktop,Weekly,Yes,Conference safe strong scientist defense size phone.
2500,Gregory Patrick,24,Libyan Arab Jamahiriya,1,10,5,1,Cheap,1,Other,Daily,No,
2501,Keith Taylor,33,Central African Republic,2,1,4,1,Too Expensive,4,Smart Speaker,Daily,Yes,
2502,David Black,22,Bulgaria,5,7,1,1,Fair,2,Desktop,Daily,Yes,
2503,Lauren Vasquez,29,Indonesia,2,1,1,2,Too Expensive,3,Desktop,Daily,Yes,
2504,Zachary Martin,44,Nigeria,1,8,3,5,Too Expensive,4,Mobile,Daily,Yes,
2505,Jeremy Brown,32,Grenada,5,5,3,2,Fair,4,Mobile,Daily,Yes,Reduce reason seem hard consumer surface road husband.
2506,Devin Miller,53,Argentina,5,8,1,1,Fair,3,Desktop,Daily,No,
2507,Brittany Carr,35,Heard Island and McDonald Islands,1,3,2,5,Too Expensive,2,Mobile,Daily,No,
2508,Amanda Foster,35,Ecuador,2,1,1,5,Too Expensive,2,Mobile,Weekly,Yes,
2509,Justin Graham,47,Lesotho,2,5,3,1,Fair,3,Mobile,Monthly,No,
2510,Jacqueline Black,50,Brunei Darussalam,5,6,3,4,Cheap,5,Mobile,Monthly,Yes,
2511,Jillian Ayala,45,Guyana,5,4,4,3,Too Expensive,3,Mobile,Weekly,Yes,
2512,Catherine Martinez,33,San Marino,1,10,4,5,Fair,4,Mobile,Daily,Yes,Eat quite take yes brother my.
2513,Zachary Smith,31,Reunion,2,8,2,5,Too Expensive,4,Mobile,Daily,No,Stock box loss trip close set camera.
2514,Richard Porter,23,New Zealand,1,9,4,5,Fair,3,Other,Daily,Yes,
2515,Erica Navarro,35,Papua New Guinea,1,2,2,2,Fair,2,Desktop,Weekly,No,
2516,Logan Gonzalez,47,Qatar,5,8,5,5,Fair,2,Desktop,Daily,Yes,Think raise together down own hot age lot.
2517,Megan Smith,49,Anguilla,2,1,3,5,Cheap,4,Mobile,Weekly,Yes,
2518,Monica Robertson,31,Christmas Island,2,3,2,4,Fair,1,Mobile,Daily,Yes,
2519,Christina Hamilton,46,Saint Lucia,1,3,1,4,Fair,4,Other,Weekly,Yes,
